Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
luan-peres-petroni,68,38,71,74,33,66,52,37,74,75,67,72,62,73,63,47,78,69,81.0,23,72,75,48,52,56,64,79,76,80,7,9,7,13,5,Midfielder/Defender
zack-steffen,14,9,13,52,8,15,13,11,52,31,54,52,58,68,49,56,71,39,69.0,12,31,19,9,58,37,56,13,12,12,77,74,75,72,79,Goal Keeper
timo-hubers,40,36,74,67,35,56,38,39,65,61,77,83,48,73,54,51,71,63,78.0,35,71,84,42,53,40,63,76,78,77,14,11,14,9,13,Midfielder/Defender
joao-pedro-neves-filipe,72,74,60,72,66,79,75,68,68,78,85,87,89,66,80,72,73,69,57.0,73,56,37,70,74,59,73,28,41,25,14,7,14,5,11,Forward
evander-da-silva-ferreira,73,69,51,77,55,80,77,74,75,78,76,70,84,75,83,77,64,86,59.0,72,72,71,72,77,74,76,71,68,56,11,8,12,11,6,Midfielder/Defender
roland-sallai,75,73,51,76,67,80,55,45,63,79,77,73,76,74,76,69,64,62,67.0,64,65,39,76,74,62,65,32,37,38,7,5,11,14,9,Midfielder/Defender
domilson-cordeiro-dos-santos,76,60,55,76,49,78,71,52,66,77,85,90,80,73,86,66,80,75,67.0,50,70,69,78,72,50,71,68,75,68,14,14,10,14,5,Midfielder/Defender
yangel-herrera,60,70,73,79,55,75,64,50,77,77,64,61,65,74,69,78,76,78,78.0,69,77,77,73,75,60,65,76,78,76,6,7,9,14,8,Midfielder/Defender
akram-afif,72,74,48,75,69,79,76,59,70,75,87,87,81,68,72,70,69,72,51.0,65,37,27,73,69,76,78,28,36,28,7,14,8,5,10,Forward
odsonne-edouard,58,77,72,73,62,80,75,77,58,79,77,81,79,69,79,78,73,74,79.0,69,55,39,74,74,76,82,44,46,28,7,6,13,11,13,Forward
lincoln-oliveira-dos-santos,78,68,51,77,69,78,81,79,77,76,80,77,85,70,76,74,68,75,63.0,73,57,46,71,78,70,76,40,50,44,13,12,11,9,9,Midfielder/Defender
jorge-sanchez,65,44,64,67,40,74,65,40,63,70,90,92,85,72,87,67,79,89,80.0,45,74,72,60,64,50,77,72,73,71,10,10,12,12,7,Midfielder/Defender
tarik-tissoudali,65,78,59,72,73,84,74,66,57,80,78,75,88,74,79,72,73,77,67.0,68,38,20,76,72,55,78,26,21,27,13,10,11,11,13,Forward
tyler-adams,55,48,65,78,33,71,52,42,72,73,86,75,83,77,85,51,84,86,68.0,46,79,75,65,72,51,77,74,77,71,6,13,12,8,7,Midfielder/Defender
shoya-nakajima,66,68,40,73,76,82,79,64,64,77,90,82,92,78,93,76,73,65,33.0,69,55,43,75,75,67,81,28,41,36,7,10,10,8,6,Forward
daniel-james,71,71,50,72,58,74,73,54,58,76,96,95,83,75,82,74,74,80,54.0,69,79,42,74,65,64,64,54,45,34,7,6,11,15,9,Midfielder/Defender
marko-grujic,62,72,78,75,62,79,65,51,73,80,58,64,67,77,56,76,82,74,84.0,67,78,72,75,77,57,81,72,74,70,9,14,8,12,13,Midfielder/Defender
amine-harit,72,65,55,75,63,83,67,54,71,81,80,75,84,74,73,54,43,70,40.0,60,46,29,69,73,68,64,44,44,27,15,13,10,13,6,Midfielder/Defender
yusuf-yazici,76,75,68,79,71,80,82,76,75,80,64,69,75,74,69,81,55,74,70.0,79,67,40,76,77,69,77,42,54,45,10,12,5,13,7,Forward
james-justin,73,53,65,72,42,73,60,60,65,74,77,85,67,74,70,54,64,77,68.0,40,66,70,66,67,43,66,73,77,75,13,7,6,5,14,Midfielder/Defender
trevoh-chalobah,53,44,72,75,40,69,49,43,70,72,62,66,51,75,55,55,61,67,82.0,50,74,77,49,64,42,68,76,78,76,5,5,9,9,7,Midfielder/Defender
adilson-patrick-edrada-pereira,63,73,56,76,68,87,61,66,58,75,74,80,79,66,75,61,73,52,60.0,73,43,38,76,77,76,67,16,32,44,12,16,12,11,13,Forward
simao-alvin-acunha-bardini,74,66,60,79,67,76,87,61,73,78,80,74,79,78,72,71,69,72,61.0,72,48,45,67,80,67,71,30,32,22,7,12,11,12,12,Forward
gabriel-jairo-anibal-rangel,62,57,72,76,44,59,57,54,71,72,67,67,65,81,61,72,78,89,71.0,67,82,72,65,56,66,73,80,70,74,12,9,16,18,12,Midfielder/Defender
david-jefferson-seijalbo-vaz,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80.0,62,83,70,36,52,62,80,81,77,68,7,12,10,16,9,Midfielder/Defender
rubem-thomas-esteiro-branco,84,67,51,71,62,76,67,65,68,76,77,75,80,72,77,66,62,80,57.0,59,45,60,68,75,62,64,55,49,60,8,14,13,13,14,Midfielder/Defender
nicolas-evandro-filheiro-stein,65,69,66,82,66,75,71,65,80,77,76,69,77,81,82,68,70,53,42.0,71,37,70,75,78,58,72,23,73,71,9,6,15,12,7,Midfielder/Defender
pierre-tomas-torres-de-faria,20,11,18,32,13,16,17,14,27,22,41,55,31,69,38,49,38,44,52.0,12,24,22,12,70,21,61,12,16,12,77,71,65,77,79,Goal Keeper
nelson-arturo-reis-lopes,33,20,18,17,20,17,21,20,18,23,55,50,51,68,47,58,69,42,78.0,18,40,28,11,64,17,63,10,16,18,76,77,77,76,74,Goal Keeper
fred-marcos-anibal-dias,9,7,8,15,11,8,12,13,18,21,31,33,42,77,23,57,69,23,84.0,8,41,27,20,61,19,56,14,7,8,71,77,76,72,77,Goal Keeper
antonaldo-david-machado-chagas,46,38,70,68,21,55,44,30,62,62,74,63,70,63,64,37,80,83,79.0,34,80,76,36,49,39,60,82,81,76,15,13,14,9,7,Midfielder/Defender
lucio-anselmo-corteijo-salazar,78,37,71,68,39,62,58,37,64,65,74,79,71,69,67,56,73,78,71.0,51,72,68,66,61,38,59,76,77,76,16,8,11,10,9,Midfielder/Defender
silas-enaldo-barros-de-almeida,77,48,66,75,55,66,61,43,72,67,71,84,80,73,70,68,69,72,69.0,56,67,75,60,63,72,68,73,73,77,15,14,15,9,11,Midfielder/Defender
andrey-lunev,16,14,17,25,13,15,18,17,32,17,58,54,36,76,50,48,60,27,70.0,13,26,20,11,63,15,60,18,20,12,76,73,64,76,79,Goal Keeper
eduardo-exposito-jaen,65,72,53,79,58,78,74,63,78,77,66,63,75,75,74,78,55,76,65.0,77,75,74,72,78,70,75,74,75,73,9,15,8,6,8,Midfielder/Defender
ruben-alcaraz-jimenez,77,68,73,76,67,70,79,81,81,77,57,55,55,77,71,81,77,82,81.0,81,82,75,62,74,66,76,74,78,69,10,14,9,12,13,Midfielder/Defender
vangelis-pavlidis,57,77,76,71,66,75,67,52,62,75,74,76,70,75,68,76,81,83,81.0,73,72,24,76,60,68,75,44,44,37,13,11,10,13,14,Forward
levi-garcia,70,73,67,70,62,85,79,70,65,85,88,86,79,60,80,73,88,70,80.0,70,50,30,63,73,53,62,31,30,28,10,10,10,9,10,Forward
mattias-svanberg,68,64,32,79,53,78,66,63,77,79,74,79,77,73,67,73,63,77,68.0,77,65,71,64,77,57,73,62,69,62,7,6,13,8,12,Midfielder/Defender
oussama-idrissi,64,75,48,74,74,82,82,67,68,80,78,79,80,71,71,81,32,73,68.0,79,68,25,73,67,56,74,36,37,34,15,16,8,10,16,Forward
lucas-martinez-quarta,64,50,80,76,51,68,57,49,74,72,55,69,73,70,65,65,86,73,79.0,59,82,72,52,68,66,79,72,77,75,10,15,12,10,15,Midfielder/Defender
grischa-promel,61,71,76,79,65,74,55,51,77,75,65,65,67,76,66,77,75,93,76.0,71,79,75,72,70,51,75,71,75,72,8,14,7,10,6,Midfielder/Defender
matheus-fellipe-costa-pereira,75,69,43,77,69,80,78,74,70,79,72,71,80,71,84,74,67,71,62.0,74,61,39,72,79,71,70,43,37,29,15,12,15,15,9,Forward
frederic-guilbert,74,38,70,73,32,69,56,42,65,74,75,73,67,71,74,66,79,76,73.0,47,77,74,65,63,44,67,71,74,77,8,14,16,13,7,Midfielder/Defender
jeremiah-st-juste,61,59,69,75,48,75,36,42,71,73,90,96,75,75,66,66,85,76,71.0,48,70,80,64,62,59,68,79,78,76,12,14,9,13,11,Midfielder/Defender
ruben-duarte-sanchez,77,28,74,76,34,64,60,62,65,75,65,59,64,72,65,51,59,64,70.0,43,70,77,54,37,40,64,79,78,79,13,8,10,11,10,Midfielder/Defender
gonzalo-martinez,74,65,32,69,74,83,78,73,71,80,85,80,85,74,87,80,53,62,62.0,76,50,26,74,75,79,76,47,28,30,6,9,13,12,15,Midfielder/Defender
thilo-kehrer,64,37,73,73,32,64,54,38,66,66,68,77,67,73,64,65,86,72,77.0,40,78,76,53,59,41,69,75,78,79,9,9,14,10,12,Midfielder/Defender
che-adams,55,76,63,70,70,73,63,59,53,77,78,84,78,74,74,86,76,77,78.0,75,74,36,77,62,69,70,33,42,36,16,13,12,15,9,Forward
mahmoud-hassan,75,74,42,76,63,80,67,63,68,78,78,77,78,68,71,76,63,79,67.0,75,54,22,69,75,70,74,39,43,27,8,10,15,10,7,Forward
pere-milla-pena,69,80,70,77,62,79,63,58,60,78,78,73,77,76,66,77,47,75,63.0,73,45,32,77,66,62,65,40,30,28,10,10,14,14,14,Midfielder/Defender
reece-oxford,34,23,75,67,36,59,44,36,58,63,66,69,62,77,53,49,84,65,81.0,37,72,78,34,55,48,67,77,80,72,10,11,7,9,14,Midfielder/Defender
cesar-fernando-silva-melo,70,75,58,74,70,77,65,76,67,76,80,83,79,72,76,80,68,81,77.0,79,57,26,78,74,70,67,42,18,20,8,8,12,14,11,Forward
inigo-lekue-martinez,72,64,61,72,41,70,69,56,65,71,83,82,71,76,73,62,72,80,71.0,62,70,75,72,70,53,64,69,75,70,15,16,13,13,9,Midfielder/Defender
eric-bailly,49,33,74,66,42,65,46,43,56,67,65,74,61,73,60,55,83,45,83.0,48,85,77,47,53,46,76,75,76,78,14,14,10,9,8,Midfielder/Defender
nadiem-amiri,78,68,37,77,66,83,80,71,77,81,76,60,82,75,73,81,73,78,65.0,76,57,63,70,76,65,72,56,44,34,12,12,14,12,10,Forward
jonathan-bamba,73,67,61,73,68,78,75,67,66,78,85,83,80,73,80,79,73,76,63.0,72,62,36,73,73,76,74,33,39,38,15,14,15,8,9,Midfielder/Defender
orbelin-pineda,70,76,41,75,67,80,68,56,70,77,82,80,91,70,83,73,64,84,56.0,75,67,66,70,73,81,79,63,65,65,15,14,7,10,10,Forward
ryan-kent,72,70,58,73,67,78,68,57,68,74,90,91,91,76,87,81,43,81,52.0,73,74,45,71,73,52,70,44,44,33,9,8,6,13,7,Forward
zeki-celik,72,57,65,72,55,70,72,44,67,74,75,78,68,72,66,63,67,84,77.0,62,74,74,70,68,46,74,73,74,74,13,14,9,10,7,Midfielder/Defender
robin-zentner,17,14,18,30,15,11,14,16,27,16,65,65,30,74,45,44,60,27,81.0,13,38,18,10,22,25,32,21,17,13,77,73,59,71,81,Goal Keeper
sofyan-amrabat,59,70,61,80,68,71,69,58,71,82,69,68,64,74,82,72,69,78,80.0,75,75,74,68,68,57,82,77,73,67,13,13,6,16,12,Midfielder/Defender
dyego-wilverson-ferreira-sousa,59,79,83,70,78,77,48,65,53,76,60,54,61,75,52,80,77,79,87.0,74,82,25,77,61,75,68,23,22,27,15,7,12,7,9,Forward
paul-bernardoni,12,13,21,28,17,16,15,18,24,25,31,27,21,67,34,56,70,36,68.0,16,29,25,15,24,19,55,16,12,18,76,73,74,76,80,Goal Keeper
stefan-lainer,70,59,63,72,63,68,65,45,70,69,75,73,76,73,78,73,69,91,72.0,65,86,73,66,60,45,73,74,76,74,10,14,7,8,7,Midfielder/Defender
timo-baumgartl,33,28,77,71,28,45,33,31,68,61,59,66,45,74,35,61,73,65,84.0,33,74,76,32,55,34,68,76,78,73,13,15,14,16,11,Midfielder/Defender
joelinton-apolinario-de-lira,41,65,78,78,59,81,55,38,71,78,74,77,66,78,68,81,79,86,85.0,60,84,67,74,77,61,76,65,72,63,9,13,8,13,13,Midfielder/Defender
franco-cristaldo,64,71,65,76,66,74,70,63,74,76,78,78,81,73,82,74,70,84,67.0,70,72,68,78,79,78,74,60,69,64,14,12,9,11,14,Midfielder/Defender
harry-winks,65,54,52,82,52,76,71,68,80,78,64,54,76,77,78,68,52,68,59.0,63,76,75,66,76,56,77,72,74,67,8,11,14,13,10,Midfielder/Defender
alfredo-morelos,56,77,75,74,69,72,65,52,67,75,74,79,59,69,85,80,83,74,83.0,68,85,33,78,74,72,74,42,43,29,13,13,9,12,8,Forward
jae-sung-lee,68,59,58,80,65,81,70,54,73,80,74,63,85,76,82,68,55,87,48.0,72,62,57,74,80,50,78,53,61,54,14,7,15,6,8,Forward
luciano-acosta,64,62,53,74,67,85,72,62,71,80,87,73,88,72,92,71,54,76,40.0,70,69,44,77,73,54,77,47,47,33,13,9,6,12,10,Forward
erick-gutierrez,70,68,59,78,65,74,72,67,77,77,69,68,74,73,74,77,56,79,67.0,73,64,74,69,78,67,76,71,71,72,7,14,10,8,16,Midfielder/Defender
andrija-zivkovic,75,73,46,73,66,82,83,71,65,81,82,78,75,68,88,78,60,72,54.0,70,60,64,71,77,68,78,49,59,50,9,11,8,6,6,Forward
harry-wilson,77,75,46,76,74,74,86,85,68,76,79,76,79,75,84,83,43,73,56.0,82,45,40,76,76,78,76,48,45,40,7,13,9,15,7,Forward
jan-bednarek,44,19,80,72,20,50,23,26,55,59,49,48,52,77,59,25,81,64,82.0,23,79,81,26,52,32,62,74,76,74,11,13,16,7,9,Midfielder/Defender
diego-rico-salguero,75,40,67,76,53,69,74,76,66,74,69,74,63,72,69,76,75,68,78.0,68,74,78,64,69,43,68,74,75,73,10,9,15,11,10,Midfielder/Defender
oscar-romero,73,67,54,77,55,80,77,74,78,78,75,74,82,71,82,73,71,77,60.0,74,64,65,72,79,69,75,66,67,62,8,7,14,14,10,Midfielder/Defender
enner-valencia,67,75,75,68,62,75,73,73,60,72,87,87,83,73,72,81,91,79,77.0,71,76,42,78,65,74,71,44,48,41,9,12,16,9,8,Forward
jason-denayer,54,42,76,75,35,63,52,29,71,69,68,73,65,73,61,57,80,71,79.0,36,74,79,36,66,39,79,76,77,76,7,10,15,15,15,Midfielder/Defender
baptiste-santamaria,61,62,61,79,57,74,61,59,77,78,50,48,67,76,66,76,71,83,70.0,67,71,72,69,75,53,71,74,76,74,7,7,13,7,8,Midfielder/Defender
birger-meling,78,54,55,73,33,73,63,55,72,74,84,80,85,72,86,62,86,90,50.0,53,80,72,72,68,39,72,72,71,69,8,10,15,12,6,Midfielder/Defender
gonzalo-escalante,68,66,63,77,59,69,63,52,76,77,63,63,63,72,68,79,74,76,70.0,63,83,75,64,70,64,80,73,75,75,10,12,7,12,11,Midfielder/Defender
alejandro-silva,68,66,65,74,52,76,70,72,69,71,86,88,81,69,83,70,66,87,64.0,71,75,66,74,75,80,71,69,58,55,12,15,14,13,11,Midfielder/Defender
leo-dubois,78,51,60,75,68,72,75,56,73,74,68,71,65,75,65,72,73,73,71.0,55,68,76,69,71,46,76,75,76,75,13,8,8,9,16,Midfielder/Defender
alvaro-garcia-rivera,72,72,57,75,49,73,65,50,71,72,92,91,88,74,93,66,92,73,31.0,63,33,22,74,70,55,69,35,45,32,11,8,10,10,14,Midfielder/Defender
robert-kenedy-nunes-do-nascimento,76,69,65,75,56,80,77,70,67,77,78,77,77,71,71,78,72,64,65.0,69,51,60,76,74,68,76,60,59,54,11,15,11,15,12,Midfielder/Defender
ayoze-perez-gutierrez,70,69,76,77,74,81,76,60,65,79,78,75,78,78,79,71,73,63,57.0,67,74,49,78,76,73,77,61,61,42,12,12,11,14,8,Forward
bartlomiej-dragowski,19,12,13,35,12,20,12,20,32,18,46,42,33,74,54,53,57,34,56.0,18,19,21,15,62,21,65,20,16,16,79,73,70,74,78,Goal Keeper
serhou-guirassy,56,76,77,73,73,76,66,67,63,79,67,68,67,74,65,77,76,69,80.0,71,72,29,79,68,80,72,42,29,34,11,8,12,12,8,Forward
lorenzo-montipo,15,20,17,30,18,19,17,15,23,20,40,42,46,73,49,54,54,35,55.0,14,31,18,15,40,29,43,10,19,11,76,74,72,74,80,Goal Keeper
lucas-janson,68,75,77,71,68,79,59,53,67,78,87,81,90,68,91,69,88,74,58.0,74,62,37,77,69,74,73,33,34,35,12,12,8,9,15,Forward
fabrizio-angileri,83,64,67,74,73,74,79,71,74,76,78,79,75,74,69,86,64,79,84.0,71,76,67,73,74,67,76,69,73,74,8,8,11,9,8,Midfielder/Defender
lucas-romero,67,55,65,78,49,71,75,64,72,72,80,70,76,74,81,78,72,81,71.0,64,81,74,68,70,66,80,72,76,77,14,11,14,8,14,Midfielder/Defender
ivan-marcone,70,57,67,77,49,68,59,60,76,75,52,40,54,72,62,70,54,75,80.0,66,78,74,70,73,59,79,75,75,73,16,11,12,16,10,Midfielder/Defender
paulo-diaz,65,51,80,76,39,71,42,47,75,70,75,74,69,71,68,70,88,78,79.0,58,89,75,66,70,63,80,73,74,75,13,9,15,15,15,Midfielder/Defender
gustavo-cuellar,53,36,65,75,39,67,50,48,74,70,71,67,71,72,70,71,72,90,78.0,61,85,76,61,65,49,64,74,76,74,8,12,10,15,15,Midfielder/Defender
helton-brant-aleixo-leite,11,10,12,27,9,10,12,8,21,20,54,51,57,79,25,53,57,42,79.0,13,22,11,8,15,19,41,14,9,8,75,73,70,75,78,Goal Keeper
fabio-rafael-rodrigues-cardoso,32,22,74,70,26,65,33,29,65,62,62,60,64,72,57,60,79,75,81.0,25,82,75,32,41,39,67,77,77,75,7,14,12,15,8,Midfielder/Defender
abderrazak-hamdallah,66,80,74,72,72,78,74,72,60,75,71,73,78,77,50,77,71,68,79.0,70,57,20,78,74,63,77,30,25,20,9,11,9,15,10,Forward
ruben-loftus-cheek,69,66,68,81,55,82,62,57,79,80,61,68,66,74,65,76,59,68,81.0,70,73,60,80,76,56,77,62,74,61,11,7,12,15,13,Midfielder/Defender
alex-iwobi,71,63,45,79,51,82,72,40,77,79,73,75,77,74,75,72,47,73,72.0,65,59,59,74,75,59,76,52,62,50,14,7,12,14,11,Midfielder/Defender
stanislav-kritsyuk,20,19,17,31,12,13,12,20,21,23,48,46,36,72,40,53,67,37,65.0,14,38,16,18,35,14,24,15,15,13,75,77,71,75,76,Goal Keeper
divock-origi,69,76,74,73,70,76,54,51,59,77,72,84,71,76,64,80,76,68,77.0,70,69,28,77,69,65,77,16,24,18,15,13,16,11,15,Forward
frank-acheampong,61,81,55,76,67,83,73,53,67,74,92,94,93,78,92,78,82,91,76.0,72,63,42,67,75,63,67,40,48,42,14,9,10,16,13,Forward
daniel-amartey,68,46,73,75,68,69,44,36,66,71,62,63,64,72,64,71,77,60,79.0,59,80,75,47,58,51,69,76,78,75,13,13,13,8,15,Midfielder/Defender
mario-lemina,71,59,68,79,68,78,78,66,78,78,69,69,69,76,71,80,53,79,77.0,74,75,75,69,74,68,78,74,77,71,12,9,15,8,16,Midfielder/Defender
sebastian-palacios,69,78,53,72,67,75,73,53,65,75,90,91,92,73,84,73,71,81,60.0,69,69,45,77,69,63,80,35,49,45,15,13,6,13,9,Forward
leander-dendoncker,75,62,77,80,68,73,71,68,78,76,52,68,55,73,54,83,74,79,85.0,73,75,76,75,72,55,77,77,78,75,14,8,14,14,6,Midfielder/Defender
yannick-gerhardt,69,67,57,77,57,75,69,55,76,78,66,71,67,77,68,78,64,78,76.0,71,75,74,74,78,52,72,76,70,74,13,13,7,11,6,Midfielder/Defender
iuri-jose-picanco-medeiros,75,72,45,77,69,82,82,75,68,80,79,71,86,78,90,70,61,73,43.0,74,67,34,74,75,64,76,36,31,26,7,8,7,9,12,Forward
dominik-kohr,42,58,74,74,45,69,51,48,66,73,74,85,67,75,69,77,78,82,77.0,67,90,78,52,67,47,74,78,76,74,6,11,9,10,7,Midfielder/Defender
brandon-mechele,42,38,77,66,32,43,30,33,64,63,55,63,59,68,54,56,63,77,77.0,24,73,81,30,31,35,68,82,81,76,11,7,13,13,12,Midfielder/Defender
roberto-gagliardini,64,54,73,77,68,75,68,49,74,76,50,55,62,70,62,76,66,69,75.0,73,78,76,68,72,40,73,76,78,77,12,6,8,7,9,Midfielder/Defender
przemyslaw-frankowski,77,71,56,75,72,75,71,53,71,74,93,92,74,74,75,72,74,81,69.0,70,66,65,73,69,54,72,64,68,65,7,14,13,8,11,Midfielder/Defender
neal-maupay,61,79,73,74,76,68,63,55,59,76,77,72,76,79,81,79,59,78,67.0,71,80,26,82,69,78,70,30,55,33,11,12,7,8,14,Forward
mohamed-elneny,64,57,61,77,39,68,69,56,76,75,57,55,65,74,62,78,69,78,68.0,69,73,75,63,69,62,75,74,74,72,7,15,15,12,6,Midfielder/Defender
armindo-tue-na-bangna,70,71,53,70,62,83,77,70,61,79,92,88,92,68,87,75,74,69,58.0,70,56,38,70,68,68,65,26,27,28,11,13,8,12,8,Forward
danilo-cataldi,70,66,66,79,65,75,79,80,79,77,75,69,75,76,77,82,55,69,69.0,79,75,77,67,79,52,74,71,73,73,7,10,11,12,9,Midfielder/Defender
daniele-rugani,40,33,79,69,35,61,45,25,65,65,53,55,55,77,55,61,79,55,77.0,39,72,80,28,50,36,70,78,79,77,5,10,5,5,5,Midfielder/Defender
guillermo-fernandez,65,65,45,80,65,75,74,69,77,78,73,70,77,75,70,71,70,74,63.0,69,60,73,71,77,59,81,65,67,66,9,14,6,11,6,Midfielder/Defender
morgan-sanson,74,71,65,78,72,76,76,68,78,77,72,67,74,76,68,79,76,65,72.0,72,73,71,74,78,68,77,68,74,71,6,16,16,9,9,Midfielder/Defender
casper-nielsen,74,65,60,78,67,72,70,74,77,76,71,72,75,72,72,82,66,90,68.0,78,80,74,73,76,55,77,76,73,71,12,12,12,11,13,Midfielder/Defender
christian-norgaard,64,61,69,73,51,66,64,64,73,74,63,57,65,74,67,63,68,82,77.0,57,80,78,64,65,60,74,76,78,73,11,9,13,14,11,Midfielder/Defender
paulo-andre-rodrigues-oliveira,36,25,78,67,36,60,33,29,63,68,58,62,49,72,39,61,84,72,78.0,29,71,77,30,41,42,60,79,77,76,13,8,10,11,10,Midfielder/Defender
salem-al-dawsari,69,73,55,69,76,82,67,60,66,77,83,84,81,75,85,71,44,88,77.0,75,81,50,74,73,67,76,62,41,51,7,12,13,14,10,Forward
renato-steffen,71,69,69,72,76,77,78,72,63,76,84,85,87,77,91,77,90,74,57.0,70,70,48,72,73,55,77,54,52,60,16,13,12,8,6,Midfielder/Defender
eugenio-mena,77,45,57,72,42,75,71,41,68,74,79,80,76,74,64,60,76,78,75.0,55,80,73,73,68,52,60,72,73,74,10,12,12,10,13,Midfielder/Defender
florent-mollet,72,70,41,77,71,78,77,81,76,79,72,68,76,74,89,83,67,75,56.0,80,69,54,73,77,69,73,53,54,44,9,13,12,12,15,Midfielder/Defender
ryan-gauld,77,67,61,76,66,80,78,72,69,78,83,83,91,75,91,68,79,84,32.0,55,50,54,72,78,69,75,50,54,39,6,14,13,13,15,Forward
johan-gastien,51,65,52,74,48,67,50,61,72,75,49,50,75,72,81,67,69,85,71.0,62,82,69,67,75,52,76,79,76,72,14,8,8,13,8,Midfielder/Defender
adrien-thomasson,75,70,61,78,64,78,73,70,77,78,69,69,72,77,81,75,72,77,67.0,75,69,68,77,78,68,75,63,68,57,14,9,15,9,13,Midfielder/Defender
andreas-hugo-hoelgebaum-pereira,78,69,56,76,72,79,83,81,76,78,77,75,79,74,77,82,65,76,60.0,78,79,68,71,77,70,71,67,66,63,15,14,7,10,7,Midfielder/Defender
petros-mantalos,76,69,59,79,63,77,75,71,79,78,74,72,78,72,78,70,66,70,60.0,68,63,55,75,80,69,77,59,52,45,8,14,7,10,12,Forward
paulo-otavio-rosa-da-silva,76,51,41,70,52,78,65,46,61,75,89,87,86,70,83,66,72,69,45.0,57,74,78,59,64,41,68,72,70,76,8,7,6,15,13,Midfielder/Defender
bertrand-traore,72,74,66,74,71,81,79,73,68,85,76,78,87,68,59,73,75,64,65.0,68,60,54,73,73,69,74,40,40,37,11,7,7,13,12,Midfielder/Defender
ryan-fraser,77,68,30,70,62,79,78,72,60,77,88,78,89,74,94,71,56,72,50.0,70,71,46,75,74,69,76,49,58,46,15,14,15,7,10,Midfielder/Defender
roger-marti-salvador,59,79,69,70,78,73,54,56,59,75,73,75,72,79,74,79,72,79,72.0,75,69,35,82,61,80,80,42,36,38,15,13,15,14,8,Forward
adam-webster,50,30,78,74,27,68,27,25,70,73,62,73,62,74,55,37,77,68,77.0,32,75,76,26,53,24,74,78,77,75,10,8,14,7,12,Midfielder/Defender
franco-vazquez,73,80,69,78,79,81,80,68,75,82,40,51,67,70,35,76,46,71,78.0,80,78,69,75,80,67,77,50,59,48,14,15,13,9,7,Forward
moises-gomez-bordonado,77,74,54,79,65,76,82,59,76,77,67,63,75,74,73,73,64,78,56.0,74,52,54,76,77,59,75,65,52,41,12,7,16,7,7,Midfielder/Defender
yunis-abdelhamid,32,25,77,75,24,65,57,31,70,69,33,32,31,72,39,58,77,75,83.0,23,81,75,38,45,42,73,77,78,72,9,11,15,16,9,Midfielder/Defender
miroslav-stevanovic,77,70,69,75,62,75,75,66,70,76,82,83,82,72,74,67,81,81,65.0,68,60,41,77,76,62,66,22,45,31,15,10,11,13,10,Forward
sanjin-prcic,67,54,60,78,57,76,69,69,76,78,54,56,70,75,65,68,54,79,71.0,65,68,73,62,73,63,70,74,74,68,15,10,7,15,12,Midfielder/Defender
patricio-gabarron-gil,69,49,75,77,25,68,46,48,72,74,69,69,69,77,68,63,74,69,72.0,57,79,77,55,66,51,72,75,79,77,8,14,12,9,14,Midfielder/Defender
mattia-de-sciglio,78,33,69,74,41,74,78,39,70,75,64,69,75,72,76,67,80,77,66.0,51,66,75,64,63,49,76,76,79,75,5,3,5,5,3,Midfielder/Defender
leonardo-carrilho-baptistao,67,73,73,76,75,76,70,59,63,78,76,79,79,81,75,76,81,78,71.0,71,51,28,80,75,65,72,36,24,19,8,14,9,6,9,Forward
niclas-fullkrug,63,78,80,69,70,71,69,69,48,75,61,61,59,76,52,80,70,63,82.0,73,67,24,80,63,81,74,41,30,17,15,9,10,13,9,Forward
luis-carlos-novo-neto,42,33,77,67,40,48,51,42,62,60,56,70,67,70,59,42,80,66,73.0,37,80,81,44,46,47,73,78,78,77,10,15,13,15,8,Midfielder/Defender
hendrik-van-crombrugge,12,11,11,48,16,29,16,13,56,36,37,37,53,65,43,58,67,37,76.0,13,34,14,11,57,26,62,23,17,11,77,73,77,77,79,Goal Keeper
roque-mesa-quevedo,67,68,32,81,37,73,76,67,78,75,71,64,76,77,86,68,73,75,82.0,72,81,71,73,76,75,82,69,74,69,15,8,7,11,9,Midfielder/Defender
tonny-vilhena,76,70,71,78,68,76,75,69,77,78,75,71,75,76,81,81,78,79,76.0,76,79,75,70,73,52,78,73,72,70,12,8,16,12,12,Midfielder/Defender
robin-knoche,30,38,81,68,28,42,33,39,69,52,46,55,52,77,49,58,67,62,77.0,35,75,75,35,39,39,70,81,77,79,14,10,16,10,9,Midfielder/Defender
stuart-armstrong,72,76,66,75,62,77,78,74,72,76,72,69,75,77,65,81,71,77,68.0,82,69,69,76,72,64,70,63,67,60,14,8,13,11,13,Midfielder/Defender
jasmin-kurtic,67,73,71,77,69,71,80,82,76,76,59,58,62,77,66,81,67,71,79.0,77,78,77,76,75,82,77,69,76,74,14,13,10,11,6,Midfielder/Defender
